,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,YOB,Item_Outlet_Sales
4142,FDL09,19.6,Regular,0.128760294,Snack Foods,169.4816,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2462.605642
4143,FDZ60,20.5,Low Fat,0.11960388,Baking Goods,107.9596,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1264.954743
4144,NCH07,13.15,Low Fat,0.092667032,Household,159.1604,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2922.871534
4145,NCQ41,14.8,Low Fat,0.019510678,Health and Hygiene,196.9794,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3224.457111
4146,FDW04,8.985,Regular,0.057917007,Frozen Foods,128.131,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1748.806452
4147,FDI08,12.5,Regular,0.065976009,Fruits and Vegetables,249.0092,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5512.361647
4148,FDR19,12.5,Regular,0.279650277,Fruits and Vegetables,147.3102,OUT019,1985,Small,Tier 1,Grocery Store,34,336.6891767
4149,FDV13,17.35,Regular,0.027610867,Canned,86.0856,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1442.451866
4150,FDB52,17.75,Low Fat,0.030607757,Dairy,256.6672,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3202.642214
4151,FDZ48,12.5,Low Fat,0.075591785,Baking Goods,111.6544,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2839.75941
4152,NCO14,9.6,Low Fat,0.029689961,Household,45.7086,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,785.9367488
4153,FDZ50,12.8,Regular,0.079010526,Dairy,184.5608,OUT013,1987,High,Tier 3,Supermarket Type1,32,3030.073549
4154,FDN27,12.5,Low Fat,0.069268825,Meat,116.9808,OUT019,1985,Small,Tier 1,Grocery Store,34,302.5134741
4155,FDQ60,6.195,Regular,0.109283423,Baking Goods,121.9098,OUT013,1987,High,Tier 3,Supermarket Type1,32,2192.830542
4156,FDR49,8.71,Low Fat,0.140015944,Canned,46.3376,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,693.3281221
4157,DRJ35,12.5,Low Fat,0.046358964,Hard Drinks,62.3878,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,1966.469993
4158,DRI49,14.15,Low Fat,0.184545287,Soft Drinks,82.1276,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1545.944349
4159,FDB47,8.8,Low Fat,0.071833423,Snack Foods,210.0612,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3725.491476
4160,FDP37,15.6,Low Fat,0.239530025,Breakfast,126.4994,OUT010,1998,Medium,Tier 3,Grocery Store,21,307.0641807
4161,FDR26,20.7,Low Fat,0.042903378,Dairy,176.2028,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2222.352114
4162,FDY31,12.5,Low Fat,0.076272929,Fruits and Vegetables,145.7418,OUT019,1985,Small,Tier 1,Grocery Store,34,371.3172105
4163,FDC11,20.5,Low Fat,0.1420804,Starchy Foods,89.5172,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1468.181253
4164,DRP47,15.75,Low Fat,0,Hard Drinks,250.4382,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3751.250325
4165,NCY54,8.43,Low Fat,0.1784187,Household,171.1422,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2364.218359
4166,FDR27,15.1,Regular,0.096100432,Meat,132.4942,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2173.693415
4167,FDQ21,12.5,Low Fat,0.034007573,Snack Foods,122.8756,OUT019,1985,Small,Tier 1,Grocery Store,34,383.9886051
4168,NCQ29,12,Low Fat,0.104210426,Health and Hygiene,262.0278,OUT035,2004,Small,Tier 2,Supermarket Type1,15,4075.593902
4169,FDJ02,17.2,Regular,0,Canned,147.0418,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2645.926038
4170,FDE21,12.8,Low Fat,0.023038155,Fruits and Vegetables,114.1492,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1540.581626
4171,FDM39,6.42,Low Fat,0.053470662,Dairy,178.2002,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3116.670827
4172,FDZ01,8.975,Regular,0.009110086,Canned,101.799,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1859.451926
4173,NCB19,6.525,Low Fat,0.090663534,Household,86.1882,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1580.372632
4174,FDU03,18.7,Regular,0.091577922,Meat,181.7292,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2621.213196
4175,FDP27,8.155,Low Fat,0.119636353,Meat,187.853,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3693.07514
4176,DRF01,5.655,Low Fat,0.175435278,Soft Drinks,145.4102,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2256.024033
4177,FDM03,12.65,Low Fat,0.123222078,Meat,107.6938,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1932.670049
4178,FDV01,19.2,Regular,0.084950573,Canned,155.7314,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2517.072261
4179,FDS16,15.15,Regular,0.066176944,Frozen Foods,146.076,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3005.626009
4180,FDO45,13.15,Regular,0.0379456,Snack Foods,89.1856,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1558.413013
4181,NCX06,17.6,Low Fat,0.015684078,Household,180.8976,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3189.216868
4182,FDP13,8.1,Regular,0.134323555,Canned,38.948,OUT046,1997,Small,Tier 1,Supermarket Type1,22,858.7658553
4183,NCR38,17.25,Low Fat,0.113980892,Household,252.4724,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,3667.372879
4184,FDA01,15,Regular,0.054333001,Canned,57.5904,OUT013,1987,High,Tier 3,Supermarket Type1,32,844.9287908
4185,FDT26,18.85,Regular,0.068337879,Dairy,118.044,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1790.680469
4186,FDD44,12.5,Regular,0.078020807,Fruits and Vegetables,258.3646,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5726.012874
4187,FDB26,14,Regular,0.031241476,Canned,53.864,OUT013,1987,High,Tier 3,Supermarket Type1,32,867.9783107
4188,FDP45,12.5,Regular,0.053620148,Snack Foods,250.4724,OUT019,1985,Small,Tier 1,Grocery Store,34,577.7491641
4189,NCP55,14.65,Low Fat,0.011190025,Others,56.5614,OUT046,1997,Small,Tier 1,Supermarket Type1,22,990.5484298
4190,FDT23,7.72,Regular,0.075154189,Breads,77.7986,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1282.438819
4191,FDO51,6.785,Regular,0.042067625,Meat,41.4112,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,788.3257845
4192,FDA44,19.7,Low Fat,0.053222716,Fruits and Vegetables,57.293,OUT046,1997,Small,Tier 1,Supermarket Type1,22,865.5460972
4193,NCJ31,19.2,Low Fat,0.183397827,Others,239.9196,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,3580.21247
4194,FDX37,16.2,Low Fat,0.063157164,Canned,99.47,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1615.754092
4195,NCD18,16,Low Fat,0,Household,229.3668,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3112.682319
4196,FDN40,12.5,Low Fat,0.086038118,Frozen Foods,154.0998,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3691.396316
4197,FDL33,7.235,Low Fat,0.100527952,Snack Foods,194.9452,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2899.054354
4198,DRF48,5.73,Low Fat,0.051791671,Soft Drinks,188.4898,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2557.286387
4199,FDW08,12.1,Low Fat,0.148353512,Fruits and Vegetables,105.128,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1628.658405
4200,FDX39,14.3,Regular,0.049878516,Meat,212.9586,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,3004.734983
4201,FDB38,19.5,Regular,0,Canned,161.392,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2648.448909
4202,FDY46,18.6,Low Fat,0.048085022,Snack Foods,186.0898,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2997.737878
4203,NCB06,17.6,Low Fat,0.082460079,Health and Hygiene,158.492,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2650.627252
4204,FDA34,11.5,Low Fat,0.014857747,Starchy Foods,172.808,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3874.476837
4205,FDA35,14.85,Regular,0.053946745,Baking Goods,120.5072,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1888.384758
4206,FDQ07,15.1,Regular,0.087390335,Fruits and Vegetables,219.1456,OUT035,2004,Small,Tier 2,Supermarket Type1,15,4010.626481
4207,FDU32,8.785,Low Fat,0.026020287,Fruits and Vegetables,122.1414,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1769.762562
4208,FDU26,16.7,Regular,0.04258349,Dairy,121.1782,OUT013,1987,High,Tier 3,Supermarket Type1,32,1966.452959
4209,FDU13,8.355,Low Fat,0.313934693,Canned,146.5418,OUT010,1998,Medium,Tier 3,Grocery Store,21,515.7323685
4210,FDO09,13.5,Regular,0.125250986,Snack Foods,263.691,OUT035,2004,Small,Tier 2,Supermarket Type1,15,4675.838353
4211,FDW03,12.5,Regular,0.042968607,Meat,102.8306,OUT019,1985,Small,Tier 1,Grocery Store,34,290.0395585
4212,FDB38,19.5,Regular,0.027323943,Canned,160.592,OUT013,1987,High,Tier 3,Supermarket Type1,32,2323.388802
4213,FDL26,18,Low Fat,0.122509775,Canned,154.8972,OUT010,1998,Medium,Tier 3,Grocery Store,21,328.0089501
4214,NCN43,12.15,Low Fat,0.006773451,Others,123.673,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1923.896224
4215,FDH08,7.51,Low Fat,0.017464427,Fruits and Vegetables,231.201,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3384.953956
4216,NCC31,12.5,Low Fat,0.034790615,Household,157.5972,OUT019,1985,Small,Tier 1,Grocery Store,34,442.7937198
4217,FDH14,17.1,Regular,0.046799702,Canned,139.5838,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2251.237998
4218,FDL40,17.7,Low Fat,0,Frozen Foods,98.441,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1512.401759
4219,FDD20,14.15,Low Fat,0.020710606,Fruits and Vegetables,122.9046,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2193.728508
4220,NCV53,8.27,Low Fat,0.018810044,Health and Hygiene,240.488,OUT035,2004,Small,Tier 2,Supermarket Type1,15,4958.198714
4221,FDD16,20.5,Low Fat,0.036426823,Frozen Foods,73.4696,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1069.639658
4222,FDP24,20.6,Low Fat,0.082988383,Baking Goods,120.0756,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1525.523931
4223,FDQ25,8.63,Regular,0.028334038,Canned,172.9422,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2735.344608
4224,FDM38,5.885,Regular,0.092753767,Canned,52.9982,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1097.463082
4225,NCT18,14.6,Low Fat,0.099432046,Household,179.5976,OUT010,1998,Medium,Tier 3,Grocery Store,21,467.7208005
4226,FDM34,19,Low Fat,0.067552435,Snack Foods,132.5626,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2417.399914
4227,DRH37,17.6,Low Fat,0.06965725,Soft Drinks,166.4526,OUT010,1998,Medium,Tier 3,Grocery Store,21,382.2200002
4228,NCE07,8.18,Low Fat,0.013119104,Household,143.4154,OUT013,1987,High,Tier 3,Supermarket Type1,32,2332.336787
4229,FDG12,6.635,Regular,0.006320842,Baking Goods,118.9098,OUT013,1987,High,Tier 3,Supermarket Type1,32,2096.935268
4230,FDB59,18.25,Low Fat,0.025573744,Snack Foods,198.4084,OUT010,1998,Medium,Tier 3,Grocery Store,21,529.3835935
4231,FDS10,19.2,Low Fat,0,Snack Foods,179.1318,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2783.929356
4232,FDN21,18.6,Low Fat,0,Snack Foods,161.5236,OUT010,1998,Medium,Tier 3,Grocery Store,21,469.9047348
4233,FDM02,12.5,Regular,0.073884594,Canned,88.4198,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1370.140866
4234,FDO44,12.6,Low Fat,0.087589175,Fruits and Vegetables,112.3228,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1828.627915
4235,NCN17,11,Low Fat,0.055249787,Health and Hygiene,102.3358,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1777.278492
4236,FDH16,10.5,Low Fat,0.052769434,Frozen Foods,91.883,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1350.002941
4237,FDL44,18.25,Low Fat,0.012275118,Fruits and Vegetables,160.3894,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2589.851113
4238,FDY47,8.6,Regular,0.054792647,Breads,128.231,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1762.243774
4239,DRI39,13.8,Low Fat,0.097062093,Dairy,54.993,OUT046,1997,Small,Tier 1,Supermarket Type1,22,912.7814353
4240,NCX54,9.195,Low Fat,0.048255647,Household,104.3622,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1632.976353
4241,FDE59,12.15,Low Fat,0.062287818,Starchy Foods,36.2532,OUT046,1997,Small,Tier 1,Supermarket Type1,22,804.5628311
4242,FDO46,9.6,Regular,0.014241321,Snack Foods,188.6872,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3511.162543
4243,DRE13,6.28,Low Fat,0.027705102,Soft Drinks,88.0198,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1299.532174
4244,FDW14,8.3,Regular,0.038179738,Dairy,88.7198,OUT013,1987,High,Tier 3,Supermarket Type1,32,1336.719806
4245,FDF35,15,Low Fat,0.153989327,Starchy Foods,107.7938,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1437.638371
4246,FDO50,12.5,Low Fat,0.136863372,Canned,90.3804,OUT019,1985,Small,Tier 1,Grocery Store,34,288.1847019
4247,DRF49,7.27,Low Fat,0.071479984,Soft Drinks,114.9518,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1772.595133
4248,FDT60,12,Low Fat,0.075665767,Baking Goods,125.8388,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2162.049223
4249,FDP38,10.1,Low Fat,0.032167198,Canned,48.7008,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,694.5021117
4250,FDA31,12.5,Low Fat,0.10947895,Fruits and Vegetables,172.608,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4302.611884
4251,FDY52,6.365,Low Fat,0.012299525,Frozen Foods,62.5536,OUT010,1998,Medium,Tier 3,Grocery Store,21,174.4220009
4252,FDD03,12.5,Low Fat,0.079419801,Dairy,231.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5548.680639
4253,FDN52,9.395,Regular,0.132105843,Frozen Foods,85.3198,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1195.739076
4254,FDU20,19.35,Regular,0.035915541,Fruits and Vegetables,119.6098,OUT010,1998,Medium,Tier 3,Grocery Store,21,234.6015192
4255,FDD22,10,Low Fat,0.099630851,Snack Foods,110.0544,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1802.948421
4256,NCB55,12.5,Low Fat,0.281300211,Household,58.4562,OUT019,1985,Small,Tier 1,Grocery Store,34,255.1967984
4257,FDN27,20.85,Low Fat,0.03964273,Meat,118.9808,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1610.010991
4258,FDD16,20.5,Low Fat,0.036322846,Frozen Foods,76.5696,OUT013,1987,High,Tier 3,Supermarket Type1,32,1278.652895
4259,FDW48,18,Low Fat,0.008540823,Baking Goods,78.9618,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1233.733071
4260,DRN35,8.01,Low Fat,0.070390053,Hard Drinks,35.0532,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,690.6391462
4261,FDX25,16.7,Low Fat,0.102214447,Canned,180.7292,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3129.698747
4262,DRD49,9.895,Low Fat,0.168091997,Soft Drinks,236.4564,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3964.517398
4263,FDE21,12.5,Low Fat,0.040173186,Fruits and Vegetables,114.2492,OUT019,1985,Small,Tier 1,Grocery Store,34,318.993953
4264,FDN44,13.15,Low Fat,0.022791301,Fruits and Vegetables,158.692,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2956.969278
4265,DRC01,5.92,Regular,0.019229854,Soft Drinks,47.5692,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,898.1139694
4266,NCK30,14.85,Low Fat,0.060978568,Household,252.3698,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3752.100393
4267,FDU39,18.85,Low Fat,0.036007962,Meat,58.7562,OUT013,1987,High,Tier 3,Supermarket Type1,32,816.0895605
4268,FDB49,8.3,Regular,0.03012626,Baking Goods,98.7384,OUT013,1987,High,Tier 3,Supermarket Type1,32,1622.666495
4269,FDS12,9.1,Low Fat,0.174471667,Baking Goods,125.8362,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2308.208508
4270,FDR57,5.675,Regular,0.023592684,Snack Foods,156.8288,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2833.295095
4271,FDX22,12.5,Regular,0.022863556,Snack Foods,208.9928,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5080.552522
4272,FDC60,5.425,Regular,0.114377142,Baking Goods,90.3514,OUT013,1987,High,Tier 3,Supermarket Type1,32,1678.210527
4273,NCE42,21.1,Low Fat,0.010618776,Household,232.5958,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2899.638216
4274,NCK42,7.475,Low Fat,0.013140426,Household,216.2192,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3352.603938
4275,DRE01,10.1,Low Fat,0.168100696,Soft Drinks,242.8512,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3886.354983
4276,FDE57,9.6,Low Fat,0.036432936,Fruits and Vegetables,141.2154,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1712.294946
4277,DRK59,12.5,Low Fat,0,Hard Drinks,234.1616,OUT019,1985,Small,Tier 1,Grocery Store,34,673.4108192
4278,FDB10,12.5,Low Fat,0.066882664,Snack Foods,235.559,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5129.514646
4279,FDQ25,8.63,Regular,0.028276692,Canned,173.6422,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2948.419178
4280,FDY26,20.6,Regular,0.030683106,Dairy,210.3244,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3688.773979
4281,FDG28,9.285,Regular,0.04935691,Frozen Foods,243.6144,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3823.059761
4282,FDM14,13.8,Low Fat,0.01328459,Canned,108.4254,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1904.697378
4283,NCH29,5.51,Low Fat,0.034527402,Health and Hygiene,98.7726,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1736.277311
4284,FDD48,10.395,Low Fat,0.030205578,Baking Goods,114.9176,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2216.252328
4285,FDC17,12.15,Low Fat,0.015492081,Frozen Foods,210.3928,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3620.537684
4286,DRH49,12.5,Low Fat,0,Soft Drinks,82.3592,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2266.704466
4287,FDN44,13.15,Low Fat,0.022888471,Fruits and Vegetables,160.292,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2388.594615
4288,FDC29,8.39,Regular,0.02425475,Frozen Foods,114.0176,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1936.408231
4289,DRK01,12.5,Low Fat,0.106915719,Soft Drinks,93.4436,OUT019,1985,Small,Tier 1,Grocery Store,34,228.9258737
4290,FDD48,10.395,Low Fat,0.030329279,Baking Goods,114.2176,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2136.2977
4291,FDB59,18.25,Low Fat,0,Snack Foods,198.9084,OUT013,1987,High,Tier 3,Supermarket Type1,32,3192.059943
4292,FDY45,17.5,Low Fat,0.043756539,Snack Foods,252.9356,OUT010,1998,Medium,Tier 3,Grocery Store,21,564.5899528
4293,FDX60,14.35,Low Fat,0.080578893,Baking Goods,77.996,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1105.510496
4294,FDT09,15.15,Regular,0.020526251,Snack Foods,131.5284,OUT010,1998,Medium,Tier 3,Grocery Store,21,279.5548234
4295,DRB24,8.785,Low Fat,0.020661048,Soft Drinks,153.5656,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2173.482609
4296,FDL13,13.85,Regular,0.056307919,Breakfast,231.83,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3838.651081
4297,FDN16,12.6,Regular,0.062688433,Frozen Foods,102.599,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1776.057054
4298,FDK57,10.195,Low Fat,0.080226072,Snack Foods,121.244,OUT013,1987,High,Tier 3,Supermarket Type1,32,2013.2959
4299,FDO22,12.5,Regular,0.017772986,Snack Foods,80.296,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2253.268606
4300,FDC57,20.1,Regular,0.091380052,Fruits and Vegetables,194.482,OUT010,1998,Medium,Tier 3,Grocery Store,21,497.3586309
4301,FDZ13,12.5,Regular,0.152751673,Canned,49.535,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,1853.054206
4302,FDW27,5.86,Regular,0.150727772,Meat,154.9314,OUT013,1987,High,Tier 3,Supermarket Type1,32,2432.671011
4303,FDX10,6.385,Regular,0,Snack Foods,36.3874,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,756.7064736
4304,FDY08,9.395,Regular,0.171772109,Fruits and Vegetables,140.4838,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1743.333646
4305,FDA49,19.7,Low Fat,0.065288988,Canned,86.1198,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1340.172038
4306,FDC32,18.35,Low Fat,0.099512729,Fruits and Vegetables,94.4462,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1337.076499
4307,FDO04,16.6,Low Fat,0.026532188,Frozen Foods,53.5614,OUT035,2004,Small,Tier 2,Supermarket Type1,15,887.9491844
4308,NCZ54,14.65,Low Fat,0.083290021,Household,160.4552,OUT013,1987,High,Tier 3,Supermarket Type1,32,2843.16686
4309,FDY40,15.5,Regular,0,Frozen Foods,47.7692,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,737.0745739
4310,FDW36,11.15,Low Fat,0.057048102,Baking Goods,107.4622,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1444.440612
4311,FDE11,17.7,Regular,0.135860131,Starchy Foods,183.4924,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3274.644591
4312,DRE37,13.5,Low Fat,0.094410673,Soft Drinks,189.0872,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3072.374369
4313,NCK19,9.8,Low Fat,0.09097735,Others,193.1478,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3271.139469
4314,FDT19,7.59,Regular,0.145013434,Fruits and Vegetables,174.908,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2679.944278
4315,FDE56,17.25,Regular,0.159518279,Fruits and Vegetables,61.5194,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1030.728743
4316,FDZ57,10,Regular,0.063209707,Snack Foods,126.6994,OUT010,1998,Medium,Tier 3,Grocery Store,21,324.2308028
4317,FDB35,12.3,Regular,0.064606757,Starchy Foods,93.0804,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1593.69359
4318,FDF09,6.215,Low Fat,0.020334777,Fruits and Vegetables,35.3848,OUT010,1998,Medium,Tier 3,Grocery Store,21,156.1146165
4319,FDO34,17.7,Low Fat,0.029938936,Snack Foods,168.7816,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2619.364613
4320,FDA55,17.2,Regular,0.056989027,Fruits and Vegetables,225.3088,OUT046,1997,Small,Tier 1,Supermarket Type1,22,4077.778342
4321,NCM18,13,Low Fat,0.082826206,Household,60.8194,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1425.742853
4322,FDJ20,12.5,Regular,0.175393386,Fruits and Vegetables,122.9388,OUT019,1985,Small,Tier 1,Grocery Store,34,321.6461273
4323,DRQ35,12.5,Low Fat,0.074046871,Hard Drinks,125.8388,OUT019,1985,Small,Tier 1,Grocery Store,34,310.5679025
4324,FDG02,7.855,Low Fat,0.011251793,Canned,190.3188,OUT013,1987,High,Tier 3,Supermarket Type1,32,3071.070044
4325,NCU29,7.685,Low Fat,0.025581232,Health and Hygiene,144.676,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2090.198061
4326,FDL27,12.5,Low Fat,0.010579468,Meat,63.4826,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,1909.410678
4327,NCA54,16.5,Low Fat,0.036634668,Household,179.0318,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3294.662211
4328,FDJ32,10.695,Low Fat,0.057781415,Fruits and Vegetables,62.5536,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1148.925968
4329,FDB21,12.5,Low Fat,0.260040407,Fruits and Vegetables,241.9854,OUT019,1985,Small,Tier 1,Grocery Store,34,556.2017232
4330,FDR46,16.85,Low Fat,0.139391292,Snack Foods,145.976,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2636.787774
4331,FDZ32,7.785,Regular,0.03813275,Fruits and Vegetables,105.4964,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1632.862472
4332,DRF36,16.1,Low Fat,0.023710661,Soft Drinks,189.4846,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3364.458041
4333,NCU54,8.88,Low Fat,0.099180226,Household,209.827,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3210.956737
4334,NCI31,20,Low Fat,0.081787178,Others,34.819,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,789.1046267
4335,DRA59,8.27,Regular,0.127903741,Soft Drinks,183.9924,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2627.2728
4336,NCC55,10.695,Low Fat,0,Household,37.4848,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,660.8950695
4337,FDE44,14.65,Low Fat,0.172086213,Fruits and Vegetables,49.4692,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,723.4561337
4338,NCN26,10.85,Low Fat,0.028796724,Household,115.4808,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1646.968273
4339,FDC11,20.5,Low Fat,0.142013291,Starchy Foods,88.2172,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1469.853371
4340,FDV24,5.635,Low Fat,0,Baking Goods,149.405,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1849.627847
4341,FDR40,12.5,Regular,0.014067174,Frozen Foods,80.0618,OUT019,1985,Small,Tier 1,Grocery Store,34,262.5202896
4342,NCQ17,10.3,Low Fat,0.117114354,Health and Hygiene,157.763,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2986.650525
4343,FDC46,17.7,Low Fat,0.116778835,Snack Foods,185.0266,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3081.356807
